ID,DT_Dec,Year_Dec,Month_Dec,Day_Dec,DEC,Flag_Approved,Channel,Age,State,Income,Spend @M4,
21773,26/09/2022,2022,9,26,A,1,TMK,39,Nuevo Leon," 1,758 "," 2,432 ",
21774,23/09/2022,2022,9,23,A,1,TMK,33,Baja California," 1,515 "," 1,304 ",
21775,09/09/2022,2022,9,9,A,1,ONLINE,35,Jalisco," 1,515 "," 1,325 ",
21776,10/09/2022,2022,9,10,A,1,ONLINE,38,Nuevo Leon, 909 ," 1,393 ",
21777,29/09/2022,2022,9,29,A,1,ONLINE,47,Guanajuato," 3,830 "," 1,543 ",
21778,09/09/2022,2022,9,9,A,1,ONLINE,35,San Luis Potosi, 970 , 668 ,
21779,10/09/2022,2022,9,10,A,1,ONLINE,38,Guanajuato," 2,182 ", 394 ,
21780,14/09/2022,2022,9,14,A,1,ONLINE,36,Baja California," 1,411 "," 2,023 ",
21781,21/09/2022,2022,9,21,A,1,ONLINE,54,Baja California," 2,424 "," 1,554 ",
21782,26/09/2022,2022,9,26,A,1,ONLINE,33,Ciudad de Mexico, 909 ," 1,243 ",
21783,10/09/2022,2022,9,10,A,1,ONLINE,36,Ciudad de Mexico," 2,424 "," 1,022 ",
21784,01/09/2022,2022,9,1,A,1,ONLINE,35,," 1,212 "," 2,227 ",
21785,09/09/2022,2022,9,9,A,1,ONLINE,49,Nuevo Leon," 2,545 "," 5,931 ",
21786,21/09/2022,2022,9,21,A,1,TMK,48,Guerrero," 1,515 "," 1,056 ",
21787,14/09/2022,2022,9,14,A,1,ONLINE,42,Ciudad de Mexico," 3,636 "," 14,502 ",
21788,27/09/2022,2022,9,27,A,1,ONLINE,47,," 5,758 "," 1,655 ",
21789,09/09/2022,2022,9,9,A,1,ONLINE,31,Chiapas," 2,424 "," 2,755 ",
21790,21/09/2022,2022,9,21,A,1,TMK,35,Tamaulipas," 1,758 "," 3,342 ",
21791,27/09/2022,2022,9,27,A,1,TMK,44,," 1,758 "," 1,013 ",
21792,01/09/2022,2022,9,1,A,1,ONLINE,44,," 39,394 "," 6,874 ",
21793,29/09/2022,2022,9,29,A,1,ONLINE,32,Guanajuato," 1,455 "," 2,670 ",
21794,01/09/2022,2022,9,1,A,1,ONLINE,41,," 2,424 "," 9,092 ",
21795,21/09/2022,2022,9,21,A,1,TMK,35,Ciudad de Mexico," 1,758 ", 226 ,
21796,29/09/2022,2022,9,29,A,1,TMK,80,Estado de Mexico," 4,848 "," 1,871 ",
21797,29/09/2022,2022,9,29,A,1,ONLINE,34,Nuevo Leon," 1,818 "," 1,831 ",
21798,01/09/2022,2022,9,1,A,1,ONLINE,37,," 1,212 "," 2,069 ",
21799,09/09/2022,2022,9,9,A,1,ONLINE,40,Estado de Mexico," 1,515 ", 928 ,
21800,12/09/2022,2022,9,12,A,1,ONLINE,37,Estado de Mexico," 1,818 "," 7,971 ",
21801,14/09/2022,2022,9,14,A,1,ONLINE,47,Estado de Mexico," 4,848 "," 10,854 ",
21802,21/09/2022,2022,9,21,A,1,TMK,37,Puebla," 1,818 ", 352 ,
21803,23/09/2022,2022,9,23,A,1,ONLINE,47,Jalisco," 6,061 "," 14,485 ",
21804,21/09/2022,2022,9,21,A,1,TMK,50,Estado de Mexico," 4,758 "," 1,201 ",
21805,23/09/2022,2022,9,23,A,1,ONLINE,39,Ciudad de Mexico," 1,515 "," 1,938 ",
21806,01/09/2022,2022,9,1,A,1,ONLINE,33,," 2,273 "," 3,046 ",
21807,21/09/2022,2022,9,21,A,1,TMK,66,Puebla," 1,758 "," 1,946 ",
21808,01/09/2022,2022,9,1,A,1,ONLINE,64,," 2,424 "," 12,880 ",
21809,14/09/2022,2022,9,14,A,1,ONLINE,36,," 2,121 "," 2,421 ",
21810,23/09/2022,2022,9,23,A,1,ONLINE,54,Estado de Mexico," 1,515 "," 1,161 ",
21811,14/09/2022,2022,9,14,A,1,ONLINE,40,," 3,545 "," 3,259 ",
21812,27/09/2022,2022,9,27,A,1,ONLINE,69,San Luis Potosi," 9,091 "," 7,519 ",
21813,30/09/2022,2022,9,30,A,1,F2F_Channel,44,," 2,424 "," 3,562 ",
21814,09/09/2022,2022,9,9,A,1,ONLINE,44,Quintana Roo," 2,909 "," 1,292 ",
21815,12/09/2022,2022,9,12,A,1,ONLINE,41,Estado de Mexico," 1,818 "," 1,062 ",
21816,23/09/2022,2022,9,23,A,1,ONLINE,34,Estado de Mexico, 909 , 899 ,
21817,30/09/2022,2022,9,30,A,1,ONLINE,51,Ciudad de Mexico," 3,030 "," 6,651 ",
21818,01/09/2022,2022,9,1,A,1,ONLINE,38,," 2,424 "," 4,992 ",
21819,09/09/2022,2022,9,9,A,1,ONLINE,44,Puebla," 3,879 "," 7,149 ",
21820,30/09/2022,2022,9,30,A,1,ONLINE,40,Jalisco," 2,727 "," 3,704 ",
21821,30/09/2022,2022,9,30,A,1,ONLINE,43,Puebla," 2,727 "," 3,396 ",
21822,12/09/2022,2022,9,12,A,1,ONLINE,49,Estado de Mexico," 2,727 "," 1,649 ",
21823,14/09/2022,2022,9,14,A,1,ONLINE,39,," 4,364 "," 4,199 ",
21824,27/09/2022,2022,9,27,A,1,ONLINE,44,Ciudad de Mexico," 7,576 "," 9,266 ",
21825,30/09/2022,2022,9,30,A,1,TMK,58,Jalisco," 5,455 ", 284 ,
21826,01/09/2022,2022,9,1,A,1,ONLINE,35,," 1,030 ", 392 ,
21827,09/09/2022,2022,9,9,A,1,ONLINE,42,," 1,818 "," 4,247 ",
21828,12/09/2022,2022,9,12,A,1,ONLINE,66,Nayarit," 1,818 "," 1,651 ",
21829,21/09/2022,2022,9,21,A,1,TMK,44,Yucatan," 2,727 "," 4,145 ",
21830,23/09/2022,2022,9,23,A,1,ONLINE,66,Michoacan de Ocampo," 6,061 "," 3,375 ",
21831,09/09/2022,2022,9,9,A,1,ONLINE,35,," 2,121 ", 362 ,
21832,12/09/2022,2022,9,12,A,1,ONLINE,43,Aguascalientes," 5,455 "," 6,801 ",
21833,01/09/2022,2022,9,1,A,1,ONLINE,37,, 939 , 234 ,
21834,09/09/2022,2022,9,9,A,1,ONLINE,35,," 1,333 ", 519 ,
21835,12/09/2022,2022,9,12,A,1,ONLINE,41,Nuevo Leon," 1,212 "," 1,962 ",
21836,23/09/2022,2022,9,23,A,1,ONLINE,43,Baja California," 1,515 ", 989 ,
21837,27/09/2022,2022,9,27,A,1,ONLINE,47,Colima," 3,333 "," 3,045 ",
21838,23/09/2022,2022,9,23,A,1,TMK,65,Ciudad de Mexico," 2,121 "," 5,926 ",
21839,12/09/2022,2022,9,12,A,1,ONLINE,38,Nuevo Leon," 1,212 "," 1,724 ",
21840,12/09/2022,2022,9,12,A,1,ONLINE,38,Jalisco," 1,030 "," 5,354 ",
21841,21/09/2022,2022,9,21,A,1,TMK,62,Nuevo Leon," 1,758 "," 1,249 ",
21842,23/09/2022,2022,9,23,A,1,ONLINE,37,Yucatan," 4,121 "," 5,029 ",
21843,27/09/2022,2022,9,27,A,1,ONLINE,38,Ciudad de Mexico," 2,182 ", 208 ,
21844,01/09/2022,2022,9,1,A,1,ONLINE,36,," 1,515 "," 1,769 ",
21845,09/09/2022,2022,9,9,A,1,ONLINE,61,Tabasco," 7,273 "," 1,780 ",
21846,14/09/2022,2022,9,14,A,1,TMK,41,Nuevo Leon," 3,030 "," 4,034 ",
21847,23/09/2022,2022,9,23,A,1,ONLINE,39,Ciudad de Mexico," 6,061 "," 4,626 ",
21848,30/09/2022,2022,9,30,A,1,TMK,71,Tabasco," 2,424 "," 3,144 ",
21849,21/09/2022,2022,9,21,A,1,ONLINE,40,Tamaulipas," 1,818 ", 825 ,
21850,27/09/2022,2022,9,27,A,1,ONLINE,64,Baja California," 3,636 ", 446 ,
21851,09/09/2022,2022,9,9,A,1,TMK,54,Chihuahua," 2,364 "," 1,329 ",
21852,12/09/2022,2022,9,12,A,1,ONLINE,38,Chihuahua," 1,091 ", 473 ,
21853,23/09/2022,2022,9,23,A,1,ONLINE,47,Quintana Roo," 3,434 "," 5,482 ",
21854,21/09/2022,2022,9,21,A,1,TMK,39,San Luis Potosi," 1,515 "," 1,391 ",
21855,23/09/2022,2022,9,23,A,1,ONLINE,44,Ciudad de Mexico," 5,818 "," 3,659 ",
21856,09/09/2022,2022,9,9,A,1,ONLINE,58,Queretaro," 2,667 "," 1,559 ",
21857,14/09/2022,2022,9,14,A,1,ONLINE,36,Estado de Mexico, 909 , 960 ,
21858,21/09/2022,2022,9,21,A,1,TMK,40,Queretaro," 3,394 "," 3,241 ",
21859,01/09/2022,2022,9,1,A,1,ONLINE,38,," 1,818 "," 1,127 ",
21860,09/09/2022,2022,9,9,A,1,ONLINE,34,," 1,267 "," 1,215 ",
21861,12/09/2022,2022,9,12,A,1,ONLINE,34,Chiapas, 970 , 528 ,
21862,14/09/2022,2022,9,14,A,1,ONLINE,62,Estado de Mexico," 1,333 ", 940 ,
21863,23/09/2022,2022,9,23,A,1,ONLINE,45,Nayarit," 3,636 "," 10,204 ",
21864,27/09/2022,2022,9,27,A,1,ONLINE,44,Ciudad de Mexico," 4,364 "," 3,379 ",
21865,01/09/2022,2022,9,1,A,1,ONLINE,40,," 5,030 "," 10,512 ",
21866,09/09/2022,2022,9,9,A,1,ONLINE,47,Yucatan," 1,091 "," 1,192 ",
21867,21/09/2022,2022,9,21,A,1,TMK,55,Baja California Sur," 3,939 "," 2,523 ",
21868,23/09/2022,2022,9,23,A,1,ONLINE,50,Guerrero," 1,515 "," 1,861 ",
21869,27/09/2022,2022,9,27,A,1,ONLINE,36,Jalisco," 2,424 "," 2,420 ",
21870,12/09/2022,2022,9,12,A,1,ONLINE,36,Estado de Mexico," 1,212 "," 1,866 ",
21871,21/09/2022,2022,9,21,A,1,TMK,35,Nuevo Leon," 2,424 "," 3,291 ",
21872,30/09/2022,2022,9,30,A,1,TMK,44,Jalisco," 2,545 "," 7,706 ",
21873,09/09/2022,2022,9,9,A,1,TMK,42,Oaxaca," 5,758 "," 1,339 ",
21874,14/09/2022,2022,9,14,A,1,ONLINE,36,Jalisco," 1,515 ", 835 ,
21875,23/09/2022,2022,9,23,A,1,ONLINE,46,Tabasco," 4,848 "," 6,072 ",
21876,09/09/2022,2022,9,9,A,1,ONLINE,40,Estado de Mexico," 4,242 "," 9,599 ",
21877,12/09/2022,2022,9,12,A,1,ONLINE,37,Chihuahua," 1,091 "," 3,793 ",
21878,30/09/2022,2022,9,30,A,1,TMK,40,Guerrero," 1,758 "," 1,246 ",
21879,14/09/2022,2022,9,14,A,1,ONLINE,34,Queretaro," 3,030 "," 1,711 ",
21880,23/09/2022,2022,9,23,A,1,ONLINE,51,Guanajuato," 2,424 "," 6,773 ",
21881,27/09/2022,2022,9,27,A,1,ONLINE,38,Guerrero," 1,212 "," 1,191 ",
21882,14/09/2022,2022,9,14,A,1,ONLINE,42,Veracruz de Ignacio de la Llave," 1,212 ", 225 ,
21883,23/09/2022,2022,9,23,A,1,ONLINE,45,Coahuila de Zaragoza," 6,061 ", 370 ,
21884,09/09/2022,2022,9,9,A,1,ONLINE,56,Quintana Roo," 2,121 "," 4,095 ",
21885,23/09/2022,2022,9,23,A,1,ONLINE,39,Yucatan," 1,030 ", 495 ,
21886,12/09/2022,2022,9,12,A,1,ONLINE,39,Baja California," 1,900 "," 2,437 ",
21887,09/09/2022,2022,9,9,A,1,ONLINE,44,Ciudad de Mexico," 2,424 "," 1,342 ",
21888,12/09/2022,2022,9,12,A,1,ONLINE,34,Ciudad de Mexico," 2,048 ", 289 ,
21889,23/09/2022,2022,9,23,A,1,ONLINE,44,Ciudad de Mexico," 3,030 "," 3,429 ",
21890,09/09/2022,2022,9,9,A,1,ONLINE,35,Veracruz de Ignacio de la Llave," 1,455 "," 4,063 ",
21891,12/09/2022,2022,9,12,A,1,ONLINE,61,Puebla," 1,515 ", 740 ,
21892,14/09/2022,2022,9,14,A,1,ONLINE,64,," 2,488 "," 1,423 ",
21893,23/09/2022,2022,9,23,A,1,ONLINE,60,Estado de Mexico," 6,061 "," 4,802 ",
21894,27/09/2022,2022,9,27,A,1,ONLINE,38,Estado de Mexico," 1,297 ", 649 ,
21895,12/09/2022,2022,9,12,A,1,ONLINE,36,Coahuila de Zaragoza," 1,576 "," 1,419 ",
21896,23/09/2022,2022,9,23,A,1,ONLINE,46,Ciudad de Mexico," 2,667 "," 6,744 ",
21897,12/09/2022,2022,9,12,A,1,ONLINE,43,Ciudad de Mexico," 5,030 "," 27,371 ",
21898,21/09/2022,2022,9,21,A,1,TMK,35,Nuevo Leon," 2,121 "," 1,474 ",
21899,27/09/2022,2022,9,27,A,1,TMK,39,Jalisco," 1,515 "," 1,737 ",
21900,12/09/2022,2022,9,12,A,1,ONLINE,42,Ciudad de Mexico," 2,727 "," 9,402 ",
21901,27/09/2022,2022,9,27,A,1,ONLINE,35,Puebla," 1,212 "," 2,690 ",
21902,09/09/2022,2022,9,9,A,1,ONLINE,36,Guanajuato," 1,001 ", 111 ,
21903,12/09/2022,2022,9,12,A,1,ONLINE,59,Baja California Sur, 970 , 938 ,
21904,14/09/2022,2022,9,14,A,1,ONLINE,44,Ciudad de Mexico," 2,424 "," 3,848 ",
21905,23/09/2022,2022,9,23,A,1,ONLINE,37,Sinaloa," 1,579 "," 3,641 ",
21906,27/09/2022,2022,9,27,A,1,ONLINE,61,Sonora," 1,939 "," 2,531 ",
21907,09/09/2022,2022,9,9,A,1,ONLINE,34,Nuevo Leon," 1,818 "," 6,417 ",
21908,14/09/2022,2022,9,14,A,1,ONLINE,43,Ciudad de Mexico," 3,212 "," 4,173 ",
21909,21/09/2022,2022,9,21,A,1,TMK,51,Ciudad de Mexico," 1,515 ", 516 ,
21910,23/09/2022,2022,9,23,A,1,ONLINE,38,Sinaloa," 2,727 "," 2,475 ",
21911,27/09/2022,2022,9,27,A,1,ONLINE,39,Chihuahua," 2,424 "," 3,340 ",
21912,21/09/2022,2022,9,21,A,1,TMK,64,Oaxaca," 1,758 ", 487 ,
21913,23/09/2022,2022,9,23,A,1,ONLINE,33,Yucatan," 7,576 "," 9,547 ",
21914,27/09/2022,2022,9,27,A,1,ONLINE,60,Sinaloa," 2,182 "," 1,361 ",
21915,09/09/2022,2022,9,9,A,1,ONLINE,58,Ciudad de Mexico," 1,212 ", 339 ,
21916,12/09/2022,2022,9,12,A,1,ONLINE,34,Queretaro," 1,515 "," 1,061 ",
21917,14/09/2022,2022,9,14,A,1,ONLINE,39,Tabasco," 2,545 ", 766 ,
21918,23/09/2022,2022,9,23,A,1,TMK,41,Estado de Mexico," 1,818 "," 1,032 ",
21919,09/09/2022,2022,9,9,A,1,ONLINE,43,Ciudad de Mexico," 1,212 "," 3,686 ",
21920,12/09/2022,2022,9,12,A,1,ONLINE,54,Ciudad de Mexico," 6,061 "," 10,474 ",
21921,09/09/2022,2022,9,9,A,1,ONLINE,33,Veracruz de Ignacio de la Llave," 1,030 "," 1,813 ",
21922,12/09/2022,2022,9,12,A,1,ONLINE,41,Guanajuato," 2,364 "," 1,163 ",
21923,27/09/2022,2022,9,27,A,1,ONLINE,40,Quintana Roo," 1,818 ", 370 ,
21924,01/09/2022,2022,9,1,A,1,ONLINE,42,," 1,818 "," 5,348 ",
21925,09/09/2022,2022,9,9,A,1,ONLINE,36,Jalisco, 909 ," 1,571 ",
21926,12/09/2022,2022,9,12,A,1,ONLINE,37,Tamaulipas," 1,273 ", 374 ,
21927,14/09/2022,2022,9,14,A,1,ONLINE,35,Nuevo Leon," 1,818 "," 6,639 ",
21928,23/09/2022,2022,9,23,A,1,ONLINE,39,Sinaloa, 909 , 517 ,
21929,27/09/2022,2022,9,27,A,1,ONLINE,51,Ciudad de Mexico," 1,515 "," 4,407 ",
21930,09/09/2022,2022,9,9,A,1,ONLINE,38,Ciudad de Mexico, 970 , 736 ,
21931,12/09/2022,2022,9,12,A,1,ONLINE,31,Puebla, 909 ," 2,068 ",
21932,27/09/2022,2022,9,27,A,1,ONLINE,46,Queretaro," 2,424 "," 2,334 ",
21933,14/09/2022,2022,9,14,A,1,ONLINE,36,Jalisco," 1,206 "," 2,703 ",
21934,23/09/2022,2022,9,23,A,1,ONLINE,39,Nuevo Leon," 3,333 "," 6,175 ",
21935,01/09/2022,2022,9,1,A,1,ONLINE,36,," 2,202 "," 3,693 ",
21936,09/09/2022,2022,9,9,A,1,ONLINE,40,Ciudad de Mexico," 2,364 "," 4,890 ",
21937,14/09/2022,2022,9,14,A,1,ONLINE,37,Ciudad de Mexico," 2,061 "," 1,181 ",
21938,09/09/2022,2022,9,9,A,1,ONLINE,33,Colima, 909 , 210 ,
21939,05/09/2022,2022,9,5,A,1,ONLINE,37,," 1,030 ", 469 ,
21940,12/09/2022,2022,9,12,A,1,ONLINE,42,Hidalgo," 5,455 "," 8,688 ",
21941,23/09/2022,2022,9,23,A,1,ONLINE,47,Jalisco," 3,782 "," 9,097 ",
21942,05/09/2022,2022,9,5,A,1,ONLINE,40,," 4,242 "," 3,507 ",
21943,23/09/2022,2022,9,23,A,1,ONLINE,42,Queretaro," 6,061 "," 11,051 ",
21944,27/09/2022,2022,9,27,A,1,TMK,36,Ciudad de Mexico," 4,545 "," 1,853 ",
21945,05/09/2022,2022,9,5,A,1,ONLINE,41,," 1,352 ", 535 ,
21946,12/09/2022,2022,9,12,A,1,ONLINE,39,Ciudad de Mexico," 1,333 "," 2,417 ",
21947,21/09/2022,2022,9,21,A,1,ONLINE,42,Nuevo Leon," 3,030 "," 4,057 ",
21948,23/09/2022,2022,9,23,A,1,ONLINE,41,Ciudad de Mexico," 2,424 "," 2,678 ",
21949,01/09/2022,2022,9,1,A,1,ONLINE,57,," 4,246 "," 2,369 ",
21950,12/09/2022,2022,9,12,A,1,ONLINE,40,Guanajuato," 1,091 "," 1,757 ",
21951,27/09/2022,2022,9,27,A,1,ONLINE,42,Jalisco," 3,030 ", 383 ,
21952,12/09/2022,2022,9,12,A,1,ONLINE,74,Chihuahua," 2,424 "," 7,410 ",
21953,14/09/2022,2022,9,14,A,1,ONLINE,41,," 3,636 "," 8,634 ",
21954,21/09/2022,2022,9,21,A,1,ONLINE,35,, 970 ," 1,049 ",
21955,27/09/2022,2022,9,27,A,1,TMK,56,Jalisco," 4,818 "," 4,787 ",
21956,01/09/2022,2022,9,1,A,1,ONLINE,35,," 1,224 ", 994 ,
21957,09/09/2022,2022,9,9,A,1,ONLINE,38,Ciudad de Mexico," 3,515 "," 5,381 ",
21958,23/09/2022,2022,9,23,A,1,ONLINE,49,Nuevo Leon," 2,345 "," 3,991 ",
21959,01/09/2022,2022,9,1,A,1,ONLINE,36,," 2,242 "," 3,119 ",
21960,05/09/2022,2022,9,5,A,1,ONLINE,39,," 1,212 ", 389 ,
21961,14/09/2022,2022,9,14,A,1,ONLINE,40,Ciudad de Mexico," 4,242 "," 4,565 ",
21962,23/09/2022,2022,9,23,A,1,ONLINE,56,Aguascalientes," 6,061 "," 9,226 ",
21963,27/09/2022,2022,9,27,A,1,ONLINE,37,Chihuahua," 21,212 ", 756 ,
21964,05/09/2022,2022,9,5,A,1,ONLINE,41,," 3,030 "," 2,131 ",
21965,09/09/2022,2022,9,9,A,1,ONLINE,56,Nuevo Leon," 2,424 "," 6,587 ",
21966,21/09/2022,2022,9,21,A,1,TMK,52,," 2,121 ", 937 ,
21967,05/09/2022,2022,9,5,A,1,ONLINE,59,," 1,515 "," 2,818 ",
21968,12/09/2022,2022,9,12,A,1,ONLINE,36,Sinaloa, 909 ," 3,049 ",
21969,27/09/2022,2022,9,27,A,1,ONLINE,38,Jalisco," 1,212 ", 516 ,
21970,12/09/2022,2022,9,12,A,1,ONLINE,40,Ciudad de Mexico, 909 , 407 ,
21971,21/09/2022,2022,9,21,A,1,ONLINE,50,Nuevo Leon," 5,455 "," 8,181 ",
21972,27/09/2022,2022,9,27,A,1,ONLINE,36,Ciudad de Mexico," 1,333 "," 1,489 ",
21973,05/09/2022,2022,9,5,A,1,ONLINE,77,," 9,091 "," 4,756 ",
21974,12/09/2022,2022,9,12,A,1,ONLINE,37,Campeche," 1,030 ", 325 ,
21975,21/09/2022,2022,9,21,A,1,ONLINE,30,, 970 ," 1,069 ",
21976,23/09/2022,2022,9,23,A,1,ONLINE,31,Veracruz de Ignacio de la Llave," 1,091 ", 862 ,
21977,30/09/2022,2022,9,30,A,1,TMK,47,Jalisco, 909 , 947 ,
21978,05/09/2022,2022,9,5,A,1,ONLINE,51,," 3,030 "," 2,533 ",
21979,12/09/2022,2022,9,12,A,1,ONLINE,63,Colima," 3,030 ", 906 ,
21980,14/09/2022,2022,9,14,A,1,ONLINE,53,Estado de Mexico," 2,424 "," 20,636 ",
21981,21/09/2022,2022,9,21,A,1,TMK,54,San Luis Potosi," 1,758 ", 613 ,
21982,27/09/2022,2022,9,27,A,1,ONLINE,35,Jalisco, 945 , 47 ,
21983,21/09/2022,2022,9,21,A,1,ONLINE,43,Yucatan," 1,091 "," 1,175 ",
21984,27/09/2022,2022,9,27,A,1,ONLINE,39,Tamaulipas," 1,818 "," 3,520 ",
21985,05/09/2022,2022,9,5,A,1,ONLINE,37,," 13,333 "," 10,160 ",
21986,12/09/2022,2022,9,12,A,1,ONLINE,49,Sinaloa," 3,636 "," 4,174 ",
21987,23/09/2022,2022,9,23,A,1,ONLINE,44,Colima," 1,818 "," 2,456 ",
21988,05/09/2022,2022,9,5,A,1,ONLINE,43,," 1,939 "," 2,317 ",
21989,12/09/2022,2022,9,12,A,1,ONLINE,47,Ciudad de Mexico," 1,273 "," 1,876 ",
21990,14/09/2022,2022,9,14,A,1,ONLINE,33,Nuevo Leon," 1,697 "," 2,483 ",
21991,21/09/2022,2022,9,21,A,1,ONLINE,36,," 1,182 "," 2,410 ",
21992,23/09/2022,2022,9,23,A,1,ONLINE,34,Veracruz de Ignacio de la Llave," 1,152 "," 1,578 ",
21993,27/09/2022,2022,9,27,A,1,TMK,59,Sinaloa," 1,818 "," 4,155 ",
21994,12/09/2022,2022,9,12,A,1,ONLINE,32,Puebla," 1,177 "," 2,678 ",
21995,12/09/2022,2022,9,12,A,1,ONLINE,37,Queretaro," 1,091 "," 1,276 ",
21996,14/09/2022,2022,9,14,A,1,ONLINE,38,Sonora," 2,121 "," 1,478 ",
21997,23/09/2022,2022,9,23,A,1,ONLINE,45,Jalisco," 6,848 "," 6,114 ",
21998,05/09/2022,2022,9,5,A,1,ONLINE,42,," 1,818 "," 3,433 ",
21999,27/09/2022,2022,9,27,A,1,ONLINE,49,San Luis Potosi," 4,848 "," 5,428 ",
22000,05/09/2022,2022,9,5,A,1,ONLINE,37,, 909 ," 1,319 ",
22001,12/09/2022,2022,9,12,A,1,ONLINE,35,Estado de Mexico," 1,091 "," 2,006 ",
22002,23/09/2022,2022,9,23,A,1,TMK,31,Nuevo Leon," 1,091 ", 763 ,
22003,05/09/2022,2022,9,5,A,1,ONLINE,48,," 3,030 "," 3,211 ",
22004,21/09/2022,2022,9,21,A,1,ONLINE,45,," 1,515 ", 550 ,
22005,23/09/2022,2022,9,23,A,1,ONLINE,41,Quintana Roo," 3,030 ", 56 ,
22006,05/09/2022,2022,9,5,A,1,ONLINE,43,, 909 , 744 ,
22007,12/09/2022,2022,9,12,A,1,ONLINE,49,Baja California, 970 ," 3,469 ",
22008,14/09/2022,2022,9,14,A,1,ONLINE,35,Estado de Mexico," 1,614 "," 2,032 ",
22009,23/09/2022,2022,9,23,A,1,ONLINE,35,Nuevo Leon," 2,485 "," 1,693 ",
22010,05/09/2022,2022,9,5,A,1,ONLINE,40,, 909 , 729 ,
22011,21/09/2022,2022,9,21,A,1,ONLINE,47,Baja California," 3,636 "," 5,207 ",
22012,05/09/2022,2022,9,5,A,1,ONLINE,34,," 1,273 ", 403 ,
22013,12/09/2022,2022,9,12,A,1,ONLINE,37,Nuevo Leon," 1,212 "," 2,225 ",
22014,23/09/2022,2022,9,23,A,1,ONLINE,36,Michoacan de Ocampo," 1,212 "," 1,256 ",
22015,27/09/2022,2022,9,27,A,1,ONLINE,48,Ciudad de Mexico," 2,424 "," 1,885 ",
22016,30/09/2022,2022,9,30,A,1,TMK,71,Quintana Roo," 5,758 "," 4,103 ",
22017,05/09/2022,2022,9,5,A,1,ONLINE,37,," 2,424 ", 119 ,
22018,01/09/2022,2022,9,1,A,1,TMK,39,," 1,515 "," 1,856 ",
22019,05/09/2022,2022,9,5,A,1,ONLINE,41,," 2,667 "," 1,730 ",
22020,23/09/2022,2022,9,23,A,1,ONLINE,53,Chiapas," 1,515 "," 3,903 ",
22021,23/09/2022,2022,9,23,A,1,ONLINE,49,Nuevo Leon," 3,030 "," 5,134 ",
22022,23/09/2022,2022,9,23,A,1,ONLINE,38,Puebla, 909 , 584 ,
22023,27/09/2022,2022,9,27,A,1,ONLINE,42,Quintana Roo," 1,333 "," 3,276 ",
22024,21/09/2022,2022,9,21,A,1,TMK,39,Ciudad de Mexico," 2,424 "," 1,413 ",
22025,23/09/2022,2022,9,23,A,1,ONLINE,48,Jalisco," 35,373 "," 5,546 ",
22026,12/09/2022,2022,9,12,A,1,ONLINE,46,Chihuahua," 2,061 "," 3,981 ",
22027,05/09/2022,2022,9,5,A,1,ONLINE,47,," 2,424 "," 7,975 ",
22028,21/09/2022,2022,9,21,A,1,ONLINE,49,Nuevo Leon," 1,818 ", 160 ,
22029,23/09/2022,2022,9,23,A,1,ONLINE,34,Nuevo Leon," 1,030 "," 1,360 ",
22030,05/09/2022,2022,9,5,A,1,ONLINE,42,," 3,636 "," 4,996 ",
22031,21/09/2022,2022,9,21,A,1,ONLINE,37,, 909 , 641 ,
22032,27/09/2022,2022,9,27,A,1,ONLINE,42,Nuevo Leon," 4,242 ", 869 ,
22033,01/09/2022,2022,9,1,A,1,TMK,63,," 1,758 ", 416 ,
22034,12/09/2022,2022,9,12,A,1,ONLINE,35,Nuevo Leon," 3,636 "," 7,103 ",
22035,14/09/2022,2022,9,14,A,1,ONLINE,60,Estado de Mexico," 3,030 "," 4,781 ",
22036,21/09/2022,2022,9,21,A,1,ONLINE,35,, 909 ," 2,436 ",
22037,23/09/2022,2022,9,23,A,1,ONLINE,33,Estado de Mexico, 909 , 791 ,
22038,27/09/2022,2022,9,27,A,1,ONLINE,61,Guanajuato," 3,030 "," 4,243 ",
22039,27/01/2022,2022,1,27,A,1,ONLINE,75,Puebla," 1,636 ", 951 ,
22040,24/01/2022,2022,1,24,A,1,ONLINE,34,Veracruz de Ignacio de la Llave," 1,000 "," 2,723 ",
22041,03/02/2022,2022,2,3,A,1,ONLINE,43,," 1,030 ", 780 ,
22042,03/02/2022,2022,2,3,A,1,ONLINE,32,," 2,424 "," 2,563 ",
22043,03/02/2022,2022,2,3,A,1,ONLINE,56,," 1,120 "," 1,281 ",
22044,03/01/2022,2022,1,3,A,1,TMK,58,," 2,424 ", 469 ,
22045,24/01/2022,2022,1,24,A,1,TMK,58,Ciudad de Mexico," 3,030 ", 348 ,
22046,03/02/2022,2022,2,3,A,1,ONLINE,69,," 2,364 "," 4,248 ",
22047,24/01/2022,2022,1,24,A,1,ONLINE,38,Ciudad de Mexico, 909 , 437 ,
22048,27/01/2022,2022,1,27,A,1,TMK,45,Ciudad de Mexico," 3,030 ", 868 ,
22049,03/01/2022,2022,1,3,A,1,TMK,40,," 1,212 "," 1,032 ",
22050,05/02/2022,2022,2,5,A,1,ONLINE,41,Ciudad de Mexico," 2,000 ", 833 ,
22051,15/01/2022,2022,1,15,A,1,ONLINE,64,Estado de Mexico," 3,297 ", 388 ,
22052,16/02/2022,2022,2,16,A,1,ONLINE,42,Tamaulipas," 2,091 "," 1,330 ",
22053,07/01/2022,2022,1,7,A,1,ONLINE,35,," 1,212 ", 672 ,
