ID,DT_Dec,Year_Dec,Month_Dec,Day_Dec,DEC,Flag_Approved,Channel,Age,State,Income,Spend @M4,
300,12/11/2022,2022,11,12,A,1,TMK,53,," 2,121 ", 40 ,
301,12/11/2022,2022,11,12,A,1,ONLINE,55,Tamaulipas," 2,424 "," 6,864 ",
302,25/11/2022,2022,11,25,A,1,ONLINE,38,Puebla," 1,697 ", 209 ,
303,25/11/2022,2022,11,25,A,1,ONLINE,33,Estado de Mexico, 909 , 271 ,
304,17/10/2022,2022,10,17,A,1,TMK,64,Ciudad de Mexico, 909 , 548 ,
305,04/10/2022,2022,10,4,A,1,TMK,79,," 2,121 ", 354 ,
306,24/10/2022,2022,10,24,A,1,TMK,79,Chihuahua," 1,758 ", 42 ,
307,04/10/2022,2022,10,4,A,1,ONLINE,46,," 5,758 ", 23 ,
308,21/10/2022,2022,10,21,A,1,ONLINE,36,Ciudad de Mexico," 2,121 ", 131 ,
309,17/10/2022,2022,10,17,A,1,TMK,37,Baja California," 2,909 ", 480 ,
310,25/11/2022,2022,11,25,A,1,ONLINE,38,Veracruz de Ignacio de la Llave," 1,818 "," 1,055 ",
311,21/10/2022,2022,10,21,A,1,ONLINE,64,Tamaulipas," 1,697 ", 64 ,
312,26/10/2022,2022,10,26,A,1,ONLINE,61,Queretaro, 909 , 603 ,
313,12/10/2022,2022,10,12,A,1,ONLINE,66,Puebla," 6,303 "," 1,330 ",
314,26/10/2022,2022,10,26,A,1,TMK,39,Sonora," 2,121 "," 2,062 ",
315,23/09/2022,2022,9,23,A,1,TMK,59,," 1,667 "," 1,613 ",
316,09/09/2022,2022,9,9,A,1,ONLINE,35,Ciudad de Mexico," 3,030 "," 1,383 ",
317,31/10/2022,2022,10,31,A,1,TMK,75,Zacatecas," 1,515 ", 6 ,
318,04/10/2022,2022,10,4,A,1,ONLINE,61,," 2,727 ", 163 ,
319,28/11/2022,2022,11,28,A,1,ONLINE,36,, 909 , 415 ,
320,04/11/2022,2022,11,4,A,1,TMK,44,, 909 , 277 ,
321,12/09/2022,2022,9,12,A,1,ONLINE,65,Jalisco," 36,364 "," 11,648 ",
322,12/09/2022,2022,9,12,A,1,ONLINE,32,Chihuahua, 909 , 624 ,
323,30/11/2022,2022,11,30,A,1,TMK,34,Ciudad de Mexico," 1,800 "," 2,112 ",
324,04/11/2022,2022,11,4,A,1,TMK,59,Chihuahua," 2,727 ", 224 ,
325,09/09/2022,2022,9,9,A,1,ONLINE,38,Baja California," 1,515 ", 121 ,
326,04/11/2022,2022,11,4,A,1,ONLINE,57,Baja California," 15,152 "," 11,092 ",
327,26/10/2022,2022,10,26,A,1,ONLINE,72,Queretaro," 2,545 "," 2,960 ",
328,21/10/2022,2022,10,21,A,1,ONLINE,39,Ciudad de Mexico," 1,818 "," 1,425 ",
329,04/10/2022,2022,10,4,A,1,ONLINE,61,Queretaro," 2,121 ", 545 ,
330,01/09/2022,2022,9,1,A,1,ONLINE,71,," 2,727 "," 10,509 ",
331,24/11/2022,2022,11,24,A,1,ONLINE,35,Guerrero," 1,212 ", 671 ,
332,18/10/2022,2022,10,18,A,1,ONLINE,61,Estado de Mexico," 3,939 ", 97 ,
333,12/10/2022,2022,10,12,A,1,ONLINE,70,Nayarit," 1,939 "," 1,739 ",
334,08/11/2022,2022,11,8,A,1,TMK,43,Nuevo Leon, 909 , 441 ,
335,14/10/2022,2022,10,14,A,1,TMK,39,Sinaloa," 6,061 ", 103 ,
336,28/11/2022,2022,11,28,A,1,ONLINE,33,Baja California," 2,424 ", 531 ,
337,12/10/2022,2022,10,12,A,1,ONLINE,35,Estado de Mexico," 1,212 ", 319 ,
338,27/09/2022,2022,9,27,A,1,ONLINE,56,Ciudad de Mexico," 1,939 ", 979 ,
339,08/11/2022,2022,11,8,A,1,TMK,49,Nuevo Leon," 1,818 ", 658 ,
340,16/07/2022,2022,7,16,A,1,TMK,70,," 5,455 ", 12 ,
341,15/08/2022,2022,8,15,A,1,ONLINE,55,Ciudad de Mexico," 3,030 ", 878 ,
342,22/06/2022,2022,6,22,A,1,ONLINE,37,Coahuila de Zaragoza, 938 , 84 ,
343,15/08/2022,2022,8,15,A,1,TMK,50,Ciudad de Mexico," 1,212 ", 654 ,
344,07/07/2022,2022,7,7,A,1,TMK,61,Estado de Mexico, 909 , 187 ,
345,15/08/2022,2022,8,15,A,1,TMK,62,Sonora," 1,515 ", 185 ,
346,06/07/2022,2022,7,6,A,1,ONLINE,40,Nuevo Leon," 18,182 "," 9,183 ",
347,29/06/2022,2022,6,29,A,1,TMK,38,Jalisco," 2,364 ", 422 ,
348,13/07/2022,2022,7,13,A,1,TMK,87,Baja California," 2,424 ", 355 ,
349,24/08/2022,2022,8,24,A,1,ONLINE,38,, 909 , 963 ,
350,15/08/2022,2022,8,15,A,1,ONLINE,51,Tamaulipas," 1,697 ", 582 ,
351,30/08/2022,2022,8,30,A,1,TMK,58,Jalisco," 1,333 ", 724 ,
352,22/06/2022,2022,6,22,A,1,ONLINE,51,Jalisco," 1,818 "," 2,337 ",
353,16/06/2022,2022,6,16,A,1,ONLINE,59,Jalisco," 30,303 "," 5,998 ",
354,18/07/2022,2022,7,18,A,1,ONLINE,90,Yucatan," 1,212 ", 461 ,
355,06/07/2022,2022,7,6,A,1,ONLINE,39,Nuevo Leon," 2,424 "," 1,068 ",
356,15/08/2022,2022,8,15,A,1,TMK,52,Ciudad de Mexico," 1,818 ", 549 ,
357,17/08/2022,2022,8,17,A,1,TMK,51,Estado de Mexico," 3,030 ", 416 ,
358,11/08/2022,2022,8,11,A,1,TMK,47,Ciudad de Mexico," 2,424 "," 4,933 ",
359,25/06/2022,2022,6,25,A,1,ONLINE,35,Colima," 12,727 ", 339 ,
360,01/07/2022,2022,7,1,A,1,ONLINE,38,," 1,073 ", 976 ,
361,26/08/2022,2022,8,26,A,1,ONLINE,52,Estado de Mexico," 3,030 "," 1,929 ",
362,28/07/2022,2022,7,28,A,1,ONLINE,58,Estado de Mexico, 970 , 879 ,
363,23/07/2022,2022,7,23,A,1,TMK,61,Estado de Mexico," 3,636 "," 1,245 ",
364,13/07/2022,2022,7,13,A,1,ONLINE,48,Estado de Mexico," 1,394 ", 69 ,
365,16/06/2022,2022,6,16,A,1,ONLINE,57,Jalisco," 2,424 ", 412 ,
366,15/08/2022,2022,8,15,A,1,ONLINE,35,," 3,030 ", 153 ,
367,13/06/2022,2022,6,13,A,1,TMK,45,Jalisco," 1,818 ", 157 ,
368,06/07/2022,2022,7,6,A,1,ONLINE,35,Yucatan," 4,000 "," 1,398 ",
369,16/06/2022,2022,6,16,A,1,ONLINE,60,Colima," 4,848 "," 1,073 ",
370,11/08/2022,2022,8,11,A,1,ONLINE,41,Jalisco," 2,121 ", 780 ,
371,08/07/2022,2022,7,8,A,1,ONLINE,37,Veracruz de Ignacio de la Llave," 1,030 ", 181 ,
372,11/08/2022,2022,8,11,A,1,ONLINE,71,Estado de Mexico," 5,455 "," 6,243 ",
373,21/06/2022,2022,6,21,A,1,ONLINE,38,Nuevo Leon," 1,394 ", 568 ,
374,28/07/2022,2022,7,28,A,1,TMK,38,Puebla," 1,758 ", 33 ,
375,08/06/2022,2022,6,8,A,1,ONLINE,40,Estado de Mexico," 1,455 ", 42 ,
376,29/06/2022,2022,6,29,A,1,ONLINE,51,Hidalgo, 909 , 88 ,
377,28/07/2022,2022,7,28,A,1,TMK,36,Estado de Mexico," 1,515 ", 225 ,
378,08/07/2022,2022,7,8,A,1,ONLINE,35,Yucatan," 1,212 ", 909 ,
379,28/07/2022,2022,7,28,A,1,TMK,61,Baja California," 3,030 ", 54 ,
380,02/08/2022,2022,8,2,A,1,F2F_Channel,37,," 6,970 ", 62 ,
381,13/06/2022,2022,6,13,A,1,ONLINE,55,Quintana Roo," 1,939 ", 167 ,
382,04/08/2022,2022,8,4,A,1,ONLINE,38,," 2,424 ", 52 ,
383,26/07/2022,2022,7,26,A,1,TMK,60,Nuevo Leon, 909 , 113 ,
384,18/08/2022,2022,8,18,A,1,TMK,59,Tlaxcala," 2,121 ", 711 ,
385,14/07/2022,2022,7,14,A,1,ONLINE,42,Nuevo Leon," 1,576 "," 3,552 ",
386,16/06/2022,2022,6,16,A,1,TMK,33,Puebla," 1,515 ", 265 ,
387,29/07/2022,2022,7,29,A,1,TMK,37,Guanajuato," 3,939 "," 1,425 ",
388,18/07/2022,2022,7,18,A,1,ONLINE,48,Puebla," 1,758 ", 24 ,
389,27/06/2022,2022,6,27,A,1,ONLINE,41,Nuevo Leon, 909 ," 1,834 ",
390,09/07/2022,2022,7,9,A,1,ONLINE,67,," 9,091 ", 456 ,
391,09/07/2022,2022,7,9,A,1,ONLINE,84,Puebla," 1,515 ", 211 ,
392,26/07/2022,2022,7,26,A,1,TMK,41,Ciudad de Mexico," 3,030 ", 612 ,
393,06/06/2022,2022,6,6,A,1,ONLINE,52,Colima," 2,121 ", 104 ,
394,03/08/2022,2022,8,3,A,1,ONLINE,45,, 958 , 660 ,
395,26/07/2022,2022,7,26,A,1,TMK,43,Tamaulipas," 2,424 ", 15 ,
396,12/07/2022,2022,7,12,A,1,TMK,49,Puebla," 1,758 ", 215 ,
397,24/08/2022,2022,8,24,A,1,TMK,39,Chihuahua," 1,758 ", 105 ,
398,29/07/2022,2022,7,29,A,1,TMK,65,Zacatecas," 1,636 ", 54 ,
399,19/07/2022,2022,7,19,A,1,ONLINE,39,Jalisco," 1,333 ", 54 ,
400,04/08/2022,2022,8,4,A,1,TMK,34,Quintana Roo, 970 , 612 ,
401,14/06/2022,2022,6,14,A,1,ONLINE,49,Puebla," 1,364 "," 6,770 ",
402,27/06/2022,2022,6,27,A,1,ONLINE,35,Chihuahua," 3,939 "," 1,066 ",
403,27/08/2022,2022,8,27,A,1,TMK,53,Jalisco," 2,424 "," 2,417 ",
404,14/07/2022,2022,7,14,A,1,ONLINE,42,Chihuahua," 1,939 ", 242 ,
405,04/07/2022,2022,7,4,A,1,ONLINE,45,," 2,061 "," 3,506 ",
406,23/06/2022,2022,6,23,A,1,ONLINE,34,Sonora, 970 , 378 ,
407,14/07/2022,2022,7,14,A,1,TMK,37,Guerrero," 1,818 ", 106 ,
408,04/08/2022,2022,8,4,A,1,TMK,36,Estado de Mexico," 1,758 ", 105 ,
409,01/06/2022,2022,6,1,A,1,ONLINE,37,, 939 , 152 ,
410,08/08/2022,2022,8,8,A,1,ONLINE,40,," 1,818 ", 696 ,
411,14/07/2022,2022,7,14,A,1,TMK,58,Jalisco," 1,636 ", 1 ,
412,19/07/2022,2022,7,19,A,1,ONLINE,57,Ciudad de Mexico," 2,424 "," 6,788 ",
413,12/08/2022,2022,8,12,A,1,TMK,86,Ciudad de Mexico, 909 , 948 ,
414,04/07/2022,2022,7,4,A,1,ONLINE,54,," 6,061 "," 10,617 ",
415,01/06/2022,2022,6,1,A,1,ONLINE,48,," 1,091 ", 148 ,
416,10/08/2022,2022,8,10,A,1,ONLINE,55,Zacatecas," 2,424 ", 55 ,
417,30/06/2022,2022,6,30,A,1,TMK,48,Hidalgo," 3,939 "," 7,529 ",
418,04/07/2022,2022,7,4,A,1,TMK,47,," 3,030 ", 20 ,
419,27/07/2022,2022,7,27,A,1,ONLINE,41,Jalisco," 1,576 ", 817 ,
420,14/06/2022,2022,6,14,A,1,ONLINE,36,Tamaulipas," 2,970 ", 7 ,
421,19/08/2022,2022,8,19,A,1,ONLINE,53,Ciudad de Mexico, 909 , 378 ,
422,04/08/2022,2022,8,4,A,1,ONLINE,47,," 1,030 ", 370 ,
423,15/07/2022,2022,7,15,A,1,ONLINE,61,Jalisco," 12,121 ", 55 ,
424,01/06/2022,2022,6,1,A,1,ONLINE,33,," 2,121 ", 29 ,
425,17/06/2022,2022,6,17,A,1,TMK,43,Jalisco," 4,606 ", 72 ,
426,12/06/2022,2022,6,12,A,1,ONLINE,59,Yucatan," 2,061 "," 1,607 ",
427,22/08/2022,2022,8,22,A,1,TMK,45,Michoacan de Ocampo," 1,091 ", 170 ,
428,15/07/2022,2022,7,15,A,1,ONLINE,40,Estado de Mexico," 2,121 "," 2,428 ",
429,10/08/2022,2022,8,10,A,1,ONLINE,34,Chihuahua," 1,515 "," 1,365 ",
430,30/07/2022,2022,7,30,A,1,TMK,46,," 1,818 ", 64 ,
431,15/06/2022,2022,6,15,A,1,ONLINE,33,Nuevo Leon," 1,515 "," 2,614 ",
432,23/08/2022,2022,8,23,A,1,ONLINE,46,Jalisco," 2,848 ", 171 ,
433,25/07/2022,2022,7,25,A,1,ONLINE,57,Queretaro," 2,242 ", 596 ,
434,12/06/2022,2022,6,12,A,1,ONLINE,70,Ciudad de Mexico," 2,273 ", 300 ,
435,08/08/2022,2022,8,8,A,1,ONLINE,40,Tamaulipas," 1,818 ", 757 ,
436,15/06/2022,2022,6,15,A,1,ONLINE,68,Ciudad de Mexico," 4,848 ", 107 ,
437,12/06/2022,2022,6,12,A,1,ONLINE,58,Estado de Mexico," 5,455 "," 14,876 ",
438,12/06/2022,2022,6,12,A,1,ONLINE,41,," 4,242 ", 1 ,
439,12/06/2022,2022,6,12,A,1,TMK,52,Ciudad de Mexico," 2,000 ", 812 ,
440,05/08/2022,2022,8,5,A,1,ONLINE,65,, 970 ," 1,461 ",
441,16/08/2022,2022,8,16,A,1,ONLINE,39,," 2,424 ", 394 ,
442,12/08/2022,2022,8,12,A,1,ONLINE,45,Jalisco," 4,242 "," 6,545 ",
443,09/06/2022,2022,6,9,A,1,TMK,38,Oaxaca," 3,636 ", 34 ,
444,05/07/2022,2022,7,5,A,1,ONLINE,32,Baja California, 909 , 10 ,
445,07/07/2022,2022,7,7,A,1,ONLINE,40,Chihuahua," 3,030 ", 583 ,
446,15/07/2022,2022,7,15,A,1,TMK,47,Estado de Mexico," 1,212 ", 306 ,
447,16/08/2022,2022,8,16,A,1,ONLINE,56,Quintana Roo," 1,212 "," 1,715 ",
448,18/06/2022,2022,6,18,A,1,ONLINE,66,Puebla," 2,424 ", 54 ,
449,18/06/2022,2022,6,18,A,1,TMK,60,Ciudad de Mexico," 2,424 ", 280 ,
450,25/07/2022,2022,7,25,A,1,TMK,49,Oaxaca," 1,515 ", 80 ,
451,15/07/2022,2022,7,15,A,1,TMK,37,Ciudad de Mexico," 1,515 "," 1,423 ",
452,25/08/2022,2022,8,25,A,1,ONLINE,48,San Luis Potosi," 3,030 ", 826 ,
453,05/08/2022,2022,8,5,A,1,TMK,58,," 2,727 ", 3 ,
454,05/07/2022,2022,7,5,A,1,ONLINE,42,Baja California," 1,455 ", 627 ,
455,03/06/2022,2022,6,3,A,1,ONLINE,34,," 1,818 ", 240 ,
456,16/08/2022,2022,8,16,A,1,TMK,41,Sinaloa," 1,515 ", 78 ,
457,07/07/2022,2022,7,7,A,1,ONLINE,40,Ciudad de Mexico," 2,424 "," 3,824 ",
458,05/08/2022,2022,8,5,A,1,TMK,43,Estado de Mexico," 1,515 ", 115 ,
459,25/07/2022,2022,7,25,A,1,TMK,58,Ciudad de Mexico," 1,515 ", 9 ,
460,20/08/2022,2022,8,20,A,1,ONLINE,38,Oaxaca," 1,212 ", 391 ,
461,25/07/2022,2022,7,25,A,1,TMK,35,Michoacan de Ocampo," 1,515 ", 49 ,
462,09/08/2022,2022,8,9,A,1,TMK,37,Estado de Mexico," 3,939 ", 375 ,
463,25/07/2022,2022,7,25,A,1,TMK,46,Estado de Mexico," 2,121 ", 475 ,
464,06/07/2022,2022,7,6,A,1,ONLINE,35,Ciudad de Mexico," 1,030 ", 27 ,
465,25/08/2022,2022,8,25,A,1,ONLINE,57,Ciudad de Mexico," 6,061 ", 79 ,
466,22/06/2022,2022,6,22,A,1,TMK,79,Sinaloa," 4,061 ", 605 ,
467,18/06/2022,2022,6,18,A,1,ONLINE,41,Yucatan," 1,818 ", 39 ,
468,07/07/2022,2022,7,7,A,1,ONLINE,40,Chihuahua," 19,394 ", 245 ,
469,13/07/2022,2022,7,13,A,1,ONLINE,40,, 970 ," 1,588 ",
470,20/06/2022,2022,6,20,A,1,ONLINE,43,Coahuila de Zaragoza," 1,515 ", 45 ,
471,22/07/2022,2022,7,22,A,1,ONLINE,38,Baja California," 1,212 ", 12 ,
472,16/07/2022,2022,7,16,A,1,ONLINE,31,Queretaro," 1,818 ", 832 ,
473,16/07/2022,2022,7,16,A,1,ONLINE,40,Veracruz de Ignacio de la Llave," 1,976 ", 411 ,
474,03/06/2022,2022,6,3,A,1,TMK,42,Aguascalientes," 3,758 ", 389 ,
475,22/06/2022,2022,6,22,A,1,ONLINE,38,Guanajuato, 909 , 392 ,
476,22/06/2022,2022,6,22,A,1,TMK,67,Nuevo Leon," 2,364 ", 108 ,
477,06/07/2022,2022,7,6,A,1,TMK,48,Puebla," 5,758 "," 12,794 ",
478,26/07/2022,2022,7,26,A,1,ONLINE,48,Nuevo Leon," 3,636 "," 3,427 ",
479,17/08/2022,2022,8,17,A,1,ONLINE,61,Veracruz de Ignacio de la Llave," 2,424 "," 2,129 ",
480,05/04/2022,2022,4,5,A,1,TMK,35,Chihuahua," 2,121 ", 36 ,
481,26/03/2022,2022,3,26,A,1,TMK,38,Yucatan," 1,515 ", 94 ,
482,16/03/2022,2022,3,16,A,1,TMK,56,," 2,727 ", 619 ,
483,26/03/2022,2022,3,26,A,1,TMK,55,Chihuahua," 1,030 ", 724 ,
484,19/03/2022,2022,3,19,A,1,TMK,41,Guerrero," 2,424 ", 87 ,
485,07/03/2022,2022,3,7,A,1,ONLINE,44,," 1,727 ", 45 ,
486,07/03/2022,2022,3,7,A,1,ONLINE,79,," 2,061 ", 257 ,
487,27/03/2022,2022,3,27,A,1,TMK,40,Hidalgo," 4,242 ", 156 ,
488,10/03/2022,2022,3,10,A,1,TMK,47,Ciudad de Mexico," 2,424 "," 1,697 ",
489,10/03/2022,2022,3,10,A,1,TMK,69,Veracruz de Ignacio de la Llave," 1,212 ", 592 ,
490,16/03/2022,2022,3,16,A,1,TMK,41,Tlaxcala," 4,848 "," 1,208 ",
491,05/04/2022,2022,4,5,A,1,ONLINE,35,, 909 , 35 ,
492,16/03/2022,2022,3,16,A,1,ONLINE,45,Ciudad de Mexico," 5,455 ", 568 ,
493,03/03/2022,2022,3,3,A,1,ONLINE,45,Ciudad de Mexico," 1,139 ", 452 ,
494,07/04/2022,2022,4,7,A,1,TMK,52,San Luis Potosi, 939 , 182 ,
495,22/04/2022,2022,4,22,A,1,TMK,49,Nayarit," 2,424 ", 985 ,
496,27/04/2022,2022,4,27,A,1,ONLINE,38,Ciudad de Mexico," 1,455 ", 576 ,
497,22/04/2022,2022,4,22,A,1,ONLINE,71,Veracruz de Ignacio de la Llave," 2,182 ", 240 ,
498,16/03/2022,2022,3,16,A,1,F2F_Channel,41,," 4,848 ", 411 ,
499,11/03/2022,2022,3,11,A,1,ONLINE,51,," 1,091 ", 45 ,
500,15/03/2022,2022,3,15,A,1,TMK,67,Baja California," 6,061 ", 311 ,
501,16/03/2022,2022,3,16,A,1,TMK,40,Oaxaca," 1,636 ", 129 ,
502,29/03/2022,2022,3,29,A,1,TMK,39,Ciudad de Mexico, 909 , 685 ,
503,12/05/2022,2022,5,12,A,1,ONLINE,49,Hidalgo, 932 , 65 ,
504,16/03/2022,2022,3,16,A,1,TMK,45,Jalisco," 5,758 ", 0 ,
505,12/05/2022,2022,5,12,A,1,ONLINE,51,Queretaro," 3,030 "," 1,230 ",
506,04/03/2022,2022,3,4,A,1,ONLINE,76,," 2,424 "," 3,657 ",
507,17/05/2022,2022,5,17,A,1,ONLINE,38,Estado de Mexico," 1,879 ", 344 ,
508,30/03/2022,2022,3,30,A,1,TMK,75,Tabasco, 970 , 598 ,
509,17/05/2022,2022,5,17,A,1,ONLINE,42,Estado de Mexico," 1,177 ", 910 ,
510,27/04/2022,2022,4,27,A,1,ONLINE,48,Ciudad de Mexico," 2,424 ", 652 ,
511,07/03/2022,2022,3,7,A,1,ONLINE,33,Guanajuato, 970 , 69 ,
512,06/04/2022,2022,4,6,A,1,ONLINE,45,Quintana Roo," 1,212 ", 319 ,
513,01/03/2022,2022,3,1,A,1,ONLINE,52,," 1,394 ", 151 ,
514,17/05/2022,2022,5,17,A,1,ONLINE,35,Ciudad de Mexico," 2,121 "," 1,148 ",
515,22/03/2022,2022,3,22,A,1,ONLINE,56,Estado de Mexico," 3,636 ", 351 ,
516,31/03/2022,2022,3,31,A,1,ONLINE,54,Queretaro," 6,667 ", 1 ,
517,19/04/2022,2022,4,19,A,1,ONLINE,35,Jalisco, 970 , 41 ,
518,01/03/2022,2022,3,1,A,1,ONLINE,59,," 1,848 ", 806 ,
519,19/04/2022,2022,4,19,A,1,ONLINE,64,Durango," 1,212 ", 90 ,
520,07/03/2022,2022,3,7,A,1,TMK,64,Sinaloa," 4,545 ", 786 ,
521,19/04/2022,2022,4,19,A,1,ONLINE,70,Chiapas," 1,818 ", 108 ,
522,04/03/2022,2022,3,4,A,1,ONLINE,63,," 3,636 ", 604 ,
523,09/05/2022,2022,5,9,A,1,TMK,45,Quintana Roo," 5,758 ", 233 ,
524,04/03/2022,2022,3,4,A,1,ONLINE,36,," 1,818 "," 1,037 ",
525,30/03/2022,2022,3,30,A,1,ONLINE,64,Chihuahua," 2,424 "," 2,673 ",
526,28/03/2022,2022,3,28,A,1,ONLINE,38,Jalisco," 2,545 "," 1,179 ",
527,17/05/2022,2022,5,17,A,1,ONLINE,31,Oaxaca," 2,000 ", 190 ,
528,04/03/2022,2022,3,4,A,1,ONLINE,51,," 3,939 ", 666 ,
529,28/03/2022,2022,3,28,A,1,ONLINE,55,Puebla," 2,121 ", 538 ,
530,04/03/2022,2022,3,4,A,1,ONLINE,57,," 1,939 ", 87 ,
531,28/03/2022,2022,3,28,A,1,ONLINE,31,Estado de Mexico, 909 , 105 ,
532,01/03/2022,2022,3,1,A,1,ONLINE,65,," 4,242 ", 304 ,
533,01/03/2022,2022,3,1,A,1,ONLINE,64,," 1,818 ", 113 ,
534,17/05/2022,2022,5,17,A,1,ONLINE,32,Nuevo Leon, 909 , 16 ,
535,08/03/2022,2022,3,8,A,1,ONLINE,40,," 1,091 "," 2,107 ",
536,25/03/2022,2022,3,25,A,1,ONLINE,40,Baja California, 909 , 332 ,
537,08/03/2022,2022,3,8,A,1,ONLINE,43,, 909 , 61 ,
538,01/04/2022,2022,4,1,A,1,F2F_Channel,74,," 2,424 "," 4,413 ",
539,01/03/2022,2022,3,1,A,1,TMK,42,," 3,030 "," 3,030 ",
540,04/03/2022,2022,3,4,A,1,ONLINE,75,," 2,637 ", 862 ,
541,01/04/2022,2022,4,1,A,1,ONLINE,33,, 931 , 27 ,
542,01/04/2022,2022,4,1,A,1,ONLINE,41,," 1,212 ", 185 ,
543,23/03/2022,2022,3,23,A,1,ONLINE,41,Puebla," 1,818 "," 5,552 ",
544,30/03/2022,2022,3,30,A,1,ONLINE,59,Nuevo Leon," 1,818 "," 2,218 ",
545,18/05/2022,2022,5,18,A,1,ONLINE,36,," 1,091 ", 421 ,
546,12/03/2022,2022,3,12,A,1,ONLINE,38,Nuevo Leon," 2,606 ", 27 ,
547,28/03/2022,2022,3,28,A,1,ONLINE,36,Nuevo Leon," 2,424 "," 2,571 ",
548,17/03/2022,2022,3,17,A,1,TMK,36,Ciudad de Mexico," 1,515 ", 62 ,
549,08/04/2022,2022,4,8,A,1,ONLINE,36,Estado de Mexico," 1,212 ", 320 ,
550,10/05/2022,2022,5,10,A,1,ONLINE,58,Coahuila de Zaragoza," 2,121 ", 198 ,
551,04/05/2022,2022,5,4,A,1,ONLINE,72,," 1,636 ", 625 ,
552,08/03/2022,2022,3,8,A,1,ONLINE,61,Coahuila de Zaragoza," 2,121 "," 1,020 ",
553,08/03/2022,2022,3,8,A,1,ONLINE,40,Estado de Mexico," 1,212 ", 56 ,
554,25/03/2022,2022,3,25,A,1,ONLINE,56,Jalisco," 2,424 ", 20 ,
555,18/03/2022,2022,3,18,A,1,ONLINE,39,Chihuahua," 2,424 ", 30 ,
556,10/05/2022,2022,5,10,A,1,TMK,58,Nayarit," 2,727 "," 1,212 ",
557,01/04/2022,2022,4,1,A,1,TMK,37,," 1,758 ", 424 ,
558,04/05/2022,2022,5,4,A,1,ONLINE,44,Sonora," 2,667 ", 150 ,
559,20/04/2022,2022,4,20,A,1,ONLINE,42,Chiapas," 1,335 ", 140 ,
560,05/03/2022,2022,3,5,A,1,TMK,54,," 2,727 ", 38 ,
561,10/05/2022,2022,5,10,A,1,TMK,38,Michoacan de Ocampo," 2,303 "," 1,030 ",
562,04/05/2022,2022,5,4,A,1,TMK,53,Nuevo Leon," 2,121 "," 1,333 ",
563,01/04/2022,2022,4,1,A,1,TMK,77,, 909 , 17 ,
564,05/03/2022,2022,3,5,A,1,ONLINE,81,," 1,818 "," 5,156 ",
565,14/04/2022,2022,4,14,A,1,ONLINE,34,Yucatan," 1,017 ", 907 ,
566,14/04/2022,2022,4,14,A,1,ONLINE,78,Yucatan," 4,788 ", 507 ,
567,05/05/2022,2022,5,5,A,1,ONLINE,45,," 2,121 "," 1,511 ",
568,09/04/2022,2022,4,9,A,1,TMK,67,Guanajuato," 1,515 ", 61 ,
569,16/05/2022,2022,5,16,A,1,ONLINE,38,Queretaro," 1,697 ", 612 ,
570,26/04/2022,2022,4,26,A,1,ONLINE,43,Guanajuato," 24,242 ", 970 ,
571,08/03/2022,2022,3,8,A,1,ONLINE,34,Ciudad de Mexico," 1,091 "," 1,029 ",
572,09/04/2022,2022,4,9,A,1,TMK,46,Baja California," 3,394 ", 51 ,
573,26/03/2022,2022,3,26,A,1,TMK,37,Estado de Mexico," 3,030 ", 221 ,
574,26/04/2022,2022,4,26,A,1,TMK,44,Sonora," 3,818 ", 621 ,
575,09/04/2022,2022,4,9,A,1,TMK,78,Guanajuato," 3,394 ", 18 ,
576,02/03/2022,2022,3,2,A,1,ONLINE,65,," 1,818 "," 1,212 ",
577,09/03/2022,2022,3,9,A,1,ONLINE,44,," 2,424 "," 2,828 ",
578,13/03/2022,2022,3,13,A,1,ONLINE,77,," 2,038 "," 3,656 ",
579,12/04/2022,2022,4,12,A,1,ONLINE,35,," 3,030 ", 149 ,
580,14/04/2022,2022,4,14,A,1,TMK,55,Tlaxcala," 1,758 ", 80 ,
581,23/03/2022,2022,3,23,A,1,ONLINE,38,Veracruz de Ignacio de la Llave," 2,545 ", 143 ,
582,14/03/2022,2022,3,14,A,1,ONLINE,37,Nuevo Leon," 2,727 ", 224 ,
583,19/05/2022,2022,5,19,A,1,ONLINE,37,Hidalgo," 1,030 ", 41 ,
584,18/03/2022,2022,3,18,A,1,ONLINE,43,Queretaro," 2,424 ", 461 ,
585,09/04/2022,2022,4,9,A,1,TMK,53,Durango, 909 , 353 ,
586,12/04/2022,2022,4,12,A,1,TMK,62,," 1,758 ", 364 ,
587,06/05/2022,2022,5,6,A,1,TMK,43,Estado de Mexico," 2,727 ", 576 ,
588,29/03/2022,2022,3,29,A,1,ONLINE,58,Puebla," 2,836 "," 1,765 ",
589,18/04/2022,2022,4,18,A,1,TMK,79,Ciudad de Mexico," 1,758 ", 219 ,
590,14/03/2022,2022,3,14,A,1,ONLINE,56,," 5,594 ", 898 ,
591,21/04/2022,2022,4,21,A,1,ONLINE,58,Coahuila de Zaragoza," 1,879 ", 24 ,
592,03/03/2022,2022,3,3,A,1,ONLINE,50,," 2,121 ", 69 ,
593,24/03/2022,2022,3,24,A,1,ONLINE,44,Quintana Roo," 3,636 ", 704 ,
594,16/04/2022,2022,4,16,A,1,TMK,78,Sonora," 1,818 ", 616 ,
595,18/04/2022,2022,4,18,A,1,ONLINE,60,Jalisco, 909 , 667 ,
596,25/04/2022,2022,4,25,A,1,TMK,49,Aguascalientes," 2,424 "," 4,776 ",
